id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D,option_E
616,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,616. 《反间谍法》大大强化了对人权的保障，对公民权益的保护，具体体现在下列（ ）条款之中。,多选,A|B|C|D,"616. 《反间谍法》大大强化了对人权的保障，对公民权益的保护，具体体现在下列（ ）条款之中。
A、任何个人和组织对国家安全机关及其工作人员超越职权、滥用职权和其他违法行为，都有权向上级国家安全机关或者有关部门检举、控告。
B、国家安全机关及其工作人员依法履行反间谍工作职责获取的组织和个人 的信息、材料，只能用于反间谍工作。对属于国家秘密、商业秘密和个人隐私的， 应当保密。
C、因协助反间谍工作，本人或者其近亲属的人身安全面临危险的，可以向国家安全机关请求予以保护，国家安全机关应当会同有关部门依法采取保护措施。
D、因反间谍工作需要依法使用有关工具、场地、建筑物的，任务完成后应及时归还或者恢复原状，依照规定支付相应费用，造成损失的，应当补偿。
正确答案：ABCD",A. 任何个人和组织对国家安全机关及其工作人员超越职权、滥用职权和其他违法行为，都有权向上级国家安全机关或者有关部门检举、控告。,B. 国家安全机关及其工作人员依法履行反间谍工作职责获取的组织和个人 的信息、材料，只能用于反间谍工作。对属于国家秘密、商业秘密和个人隐私的， 应当保密。,C. 因协助反间谍工作，本人或者其近亲属的人身安全面临危险的，可以向国家安全机关请求予以保护，国家安全机关应当会同有关部门依法采取保护措施。,D. 因反间谍工作需要依法使用有关工具、场地、建筑物的，任务完成后应及时归还或者恢复原状，依照规定支付相应费用，造成损失的，应当补偿。 正确答案：ABCD,
617,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,617. 下列属于公民、组织履行《反间谍法》规定的法定义务是（ ）。,多选,A|B|C|D,"617. 下列属于公民、组织履行《反间谍法》规定的法定义务是（ ）。
A、支持、协助反间谍工作
B、配合反间谍工作
C、依法及时报告发现的间谍行为
D、保守有关反间谍工作的国家秘密
正确答案：ABCD",A. 支持、协助反间谍工作,B. 配合反间谍工作,C. 依法及时报告发现的间谍行为,D. 保守有关反间谍工作的国家秘密 正确答案：ABCD,
618,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,618. 国家安全机关因反间谍工作需要，按照国家有关规定，可以（ ）机关、团体、企业事业组织和个人的交通工具、通信工具、场地和建筑物。,多选,A|D,"618. 国家安全机关因反间谍工作需要，按照国家有关规定，可以（ ）机关、团体、企业事业组织和个人的交通工具、通信工具、场地和建筑物。
A、优先使用
B、强制征用
C、无偿使用
D、依法征用
正确答案：AD",A. 优先使用,B. 强制征用,C. 无偿使用,D. 依法征用 正确答案：AD,
619,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,619. 国家安全机关因反间谍工作需要，按照国家有关规定，可以优先使用或者依法征用机关、团体、企业事业组织和个人的（ ）。,多选,A|B|C|D,"619. 国家安全机关因反间谍工作需要，按照国家有关规定，可以优先使用或者依法征用机关、团体、企业事业组织和个人的（ ）。
A、交通工具
B、通信工具
C、场地
D、建筑物
正确答案：ABCD",A. 交通工具,B. 通信工具,C. 场地,D. 建筑物 正确答案：ABCD,
620,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,620. 国家安全机关因反间谍工作需要，按照国家有关规定，可以优先使用或者依法征用交通工具、通信工具、场地和建筑物，必要时，可以设置相关工作场所和设备、设施，在任务完成后应当（    ），并依照规定支付相应费用；造成损失的，应当补偿。,多选,A|C,"620. 国家安全机关因反间谍工作需要，按照国家有关规定，可以优先使用或者依法征用交通工具、通信工具、场地和建筑物，必要时，可以设置相关工作场所和设备、设施，在任务完成后应当（    ），并依照规定支付相应费用；造成损失的，应当补偿。
A、及时归还
B、及时销毁
C、恢复原状
D、重新装修
正确答案：AC",A. 及时归还,B. 及时销毁,C. 恢复原状,D. 重新装修 正确答案：AC,
621,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,621. 国家安全机关因反间谍工作需要，依照反间谍法的规定，在查验中发现存在危害国家安全情形的，国家安全机关应当责令其整改；在（ ）的情形下， 可以予以查封、扣押。,多选,A|C,"621. 国家安全机关因反间谍工作需要，依照反间谍法的规定，在查验中发现存在危害国家安全情形的，国家安全机关应当责令其整改；在（ ）的情形下， 可以予以查封、扣押。
A、拒绝整改
B、配合整改
C、整改后仍不符合要求
D、整改后符合要求
正确答案：AC",A. 拒绝整改,B. 配合整改,C. 整改后仍不符合要求,D. 整改后符合要求 正确答案：AC,
622,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,622. 国家安全机关对查验中发现的存在危害国家安全情形的电子通信工具、器材等设备、设施，应当首先责令其整改；对拒绝整改或者整改后仍不符合要求的，可以予以（ ）。,多选,A|B,"622. 国家安全机关对查验中发现的存在危害国家安全情形的电子通信工具、器材等设备、设施，应当首先责令其整改；对拒绝整改或者整改后仍不符合要求的，可以予以（ ）。
A、查封
B、扣押
C、冻结
D、销毁
正确答案：AB",A. 查封,B. 扣押,C. 冻结,D. 销毁 正确答案：AB,
623,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,623. 国家安全机关因反间谍工作需要，根据国家有关规定，可以提请（ ） 等检查机关对有关人员和资料、器材免检。有关检查机关应当予以协助。,多选,B|D,"623. 国家安全机关因反间谍工作需要，根据国家有关规定，可以提请（ ） 等检查机关对有关人员和资料、器材免检。有关检查机关应当予以协助。
A、公安
B、海关
C、海事
D、边防
正确答案：BD",A. 公安,B. 海关,C. 海事,D. 边防 正确答案：BD,
624,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,624. 国家安全机关因反间谍工作需要，根据国家有关规定，可以提请海关、边防等检查机关对有关（ ）免检。有关检查机关应当予以协助。,多选,A|B|C,"624. 国家安全机关因反间谍工作需要，根据国家有关规定，可以提请海关、边防等检查机关对有关（ ）免检。有关检查机关应当予以协助。
A、人员
B、资料
C、器材
D、交通工具
正确答案：ABC",A. 人员,B. 资料,C. 器材,D. 交通工具 正确答案：ABC,
625,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,625. 国家安全机关对下列用于间谍行为的工具和其他财物，以及用于资助间谍行为的资金、场所、物资，经过设区的市级以上国家安全机关负责人批准，可以依法（ ）。,多选,A|B|C,"625. 国家安全机关对下列用于间谍行为的工具和其他财物，以及用于资助间谍行为的资金、场所、物资，经过设区的市级以上国家安全机关负责人批准，可以依法（ ）。
A、查封
B、扣押
C、冻结
D、没收
正确答案：ABC",A. 查封,B. 扣押,C. 冻结,D. 没收 正确答案：ABC,
626,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,626. 国家安全机关对下列（ ），经有权的国家安全机关负责人批准，可以依法查封、扣押、冻结。,多选,A|B|C|D,"626. 国家安全机关对下列（ ），经有权的国家安全机关负责人批准，可以依法查封、扣押、冻结。
A、用于间谍行为的工具和其他财物
B、用于资助间谍行为的资金
C、用于资助间谍行为的场所
D、用于资助间谍行为的物资
正确答案：ABCD",A. 用于间谍行为的工具和其他财物,B. 用于资助间谍行为的资金,C. 用于资助间谍行为的场所,D. 用于资助间谍行为的物资 正确答案：ABCD,
627,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,627. 国家安全机关根据反间谍工作需要，可以会同有关部门制定反间谍技术防范标准，指导有关部门落实反间谍技术防范措施，对存在隐患的部门，经过严格的批准手续，可以进行反间谍技术防范（ ）。,多选,C|D,"627. 国家安全机关根据反间谍工作需要，可以会同有关部门制定反间谍技术防范标准，指导有关部门落实反间谍技术防范措施，对存在隐患的部门，经过严格的批准手续，可以进行反间谍技术防范（ ）。
A、查验
B、核查
C、检查
D、检测
正确答案：CD",A. 查验,B. 核查,C. 检查,D. 检测 正确答案：CD,
628,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,628. 在境外受胁迫或者受诱骗参加（ ）组织，从事危害中华人民共和国国家安全的活动，及时向中华人民共和国驻外机构如实说明情况，或者入境后直接或者通过所在单位及时向国家安全机关、公安机关如实说明情况，并有悔改表现的， 可以不予追究。,多选,A|B,"628. 在境外受胁迫或者受诱骗参加（ ）组织，从事危害中华人民共和国国家安全的活动，及时向中华人民共和国驻外机构如实说明情况，或者入境后直接或者通过所在单位及时向国家安全机关、公安机关如实说明情况，并有悔改表现的， 可以不予追究。
A、间谍
B、敌对
C、政治
D、恐怖
正确答案：AB",A. 间谍,B. 敌对,C. 政治,D. 恐怖 正确答案：AB,
629,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,629. 在境外受胁迫或者受诱骗参加敌对组织、间谍组织，从事危害中华人民共和国国家安全的活动，在（ ）情形下，可以不予追究。,多选,A|B|C,"629. 在境外受胁迫或者受诱骗参加敌对组织、间谍组织，从事危害中华人民共和国国家安全的活动，在（ ）情形下，可以不予追究。
A、及时向中华人民共和国驻外机构如实说明情况，并有悔改表现的；
B、入境后直接向国家安全机关如实说明情况，并有悔改表现的
C、入境后通过所在单位及时向国家安全机关、公安机关如实说明情况，并有悔改表现的
D、入境后直接向公安机关如实说明情况的
正确答案：ABC",A. 及时向中华人民共和国驻外机构如实说明情况，并有悔改表现的；,B. 入境后直接向国家安全机关如实说明情况，并有悔改表现的,C. 入境后通过所在单位及时向国家安全机关、公安机关如实说明情况，并有悔改表现的,D. 入境后直接向公安机关如实说明情况的 正确答案：ABC,
630,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,630. 国家安全机关对下列（ ）违法行为人，可以处十五日以下行政拘留。,多选,A|B|C|D,"630. 国家安全机关对下列（ ）违法行为人，可以处十五日以下行政拘留。
A、故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，情节较轻的
B、明知他人有间谍犯罪行为，在国家安全机关向其调查有关情况、收集有关证据时，拒绝提供，不构成犯罪的
C、泄露有关反间谍工作的国家秘密的，不构成犯罪的
D、非法持有属于国家秘密的文件、资料和其他物品，不构成犯罪的
正确答案：ABCD",A. 故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，情节较轻的,B. 明知他人有间谍犯罪行为，在国家安全机关向其调查有关情况、收集有关证据时，拒绝提供，不构成犯罪的,C. 泄露有关反间谍工作的国家秘密的，不构成犯罪的,D. 非法持有属于国家秘密的文件、资料和其他物品，不构成犯罪的 正确答案：ABCD,
631,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,631. 明知他人有间谍犯罪行为，在国家安全机关向其（  ）时，拒绝提供的，由其所在单位或者上级主管部门予以处分，或者由国家安全机关处十五日以下行政拘留；构成犯罪的，依法追究刑事责任。,多选,A|C,"631. 明知他人有间谍犯罪行为，在国家安全机关向其（  ）时，拒绝提供的，由其所在单位或者上级主管部门予以处分，或者由国家安全机关处十五日以下行政拘留；构成犯罪的，依法追究刑事责任。
A、调查有关情况
B、要求提供便利条件
C、收集有关证据
D、要求提供其他协助
正确答案：AC",A. 调查有关情况,B. 要求提供便利条件,C. 收集有关证据,D. 要求提供其他协助 正确答案：AC,
632,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,632. 明知他人有间谍犯罪行为，在国家安全机关向其调查有关情况、收集有关证据时，拒绝提供的，违法行为人可能会受到下列（ ）惩处。,多选,A|B|C,"632. 明知他人有间谍犯罪行为，在国家安全机关向其调查有关情况、收集有关证据时，拒绝提供的，违法行为人可能会受到下列（ ）惩处。
A、构成犯罪的，依法追究刑事责任
B、不构成犯罪的，可以由其所在单位或者上级主管部门予以处分
C、不构成犯罪的，可以由国家安全机关处十五日以下行政拘留
D、不构成犯罪的，可以由国家安全机关给予警告
正确答案：ABC",A. 构成犯罪的，依法追究刑事责任,B. 不构成犯罪的，可以由其所在单位或者上级主管部门予以处分,C. 不构成犯罪的，可以由国家安全机关处十五日以下行政拘留,D. 不构成犯罪的，可以由国家安全机关给予警告 正确答案：ABC,
633,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,633. 下列（ ）妨碍国家安全机关依法执行任务的行为，依法追究刑事责任。,多选,A|C,"633. 下列（ ）妨碍国家安全机关依法执行任务的行为，依法追究刑事责任。
A、以暴力、威胁方法阻碍国家安全机关依法执行任务的
B、故意阻碍国家安全机关依法执行任务的，未使用暴力、威胁方法的
C、故意阻碍国家安全机关依法执行任务的，未使用暴力、威胁方法，造成严重后果的
D、故意阻碍国家安全机关依法执行任务的，未使用暴力、威胁方法，情节轻微的
正确答案：AC",A. 以暴力、威胁方法阻碍国家安全机关依法执行任务的,B. 故意阻碍国家安全机关依法执行任务的，未使用暴力、威胁方法的,C. 故意阻碍国家安全机关依法执行任务的，未使用暴力、威胁方法，造成严重后果的,D. 故意阻碍国家安全机关依法执行任务的，未使用暴力、威胁方法，情节轻微的 正确答案：AC,
634,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,634. 妨碍国家安全机关依法执行任务的违法行为人，区别不同情形，会受到下列（ ）惩处。,多选,A|C|D,"634. 妨碍国家安全机关依法执行任务的违法行为人，区别不同情形，会受到下列（ ）惩处。
A、以暴力、威胁方法阻碍国家安全机关依法执行任务的，依法追究刑事责任
B、故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，由国家安全机关处十五日以下行政拘留
C、故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，造成严重后果的，依法追究刑事责任
D、故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，情节较轻的，由国家安全机关处十五日以下行政拘留
正确答案：ACD",A. 以暴力、威胁方法阻碍国家安全机关依法执行任务的，依法追究刑事责任,B. 故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，由国家安全机关处十五日以下行政拘留,C. 故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，造成严重后果的，依法追究刑事责任,D. 故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，情节较轻的，由国家安全机关处十五日以下行政拘留 正确答案：ACD,
635,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,635. 泄露有关反间谍工作的国家秘密的违法行为人，会受到下列（ ）惩处。,多选,C|D,"635. 泄露有关反间谍工作的国家秘密的违法行为人，会受到下列（ ）惩处。
A、不构成犯罪的，予以警告
B、不构成犯罪的，予以罚款
C、不构成犯罪的，由国家安全机关处十五日以下行政拘留
D、构成犯罪的，依法追究刑事责任
正确答案：CD",A. 不构成犯罪的，予以警告,B. 不构成犯罪的，予以罚款,C. 不构成犯罪的，由国家安全机关处十五日以下行政拘留,D. 构成犯罪的，依法追究刑事责任 正确答案：CD,
636,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,636. 非法持有属于国家秘密的文件、资料和其他物品，尚不构成犯罪的违法行为人，由国家安全机关（ ）。,多选,A|C,"636. 非法持有属于国家秘密的文件、资料和其他物品，尚不构成犯罪的违法行为人，由国家安全机关（ ）。
A、予以警告
B、处以罚款
C、处以十五日以下行政拘留
D、扣押
正确答案：AC",A. 予以警告,B. 处以罚款,C. 处以十五日以下行政拘留,D. 扣押 正确答案：AC,
637,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,637. 依照《反间谍法》的规定，对（ ）予以奖励。,多选,B|C|D,"637. 依照《反间谍法》的规定，对（ ）予以奖励。
A、支持、协助反间谍工作的组织和个人
B、实施间谍行为，但有重大立功表现的
C、支持反间谍工作，有重大贡献的组织和个人
D、协助反间谍工作，有重大贡献的组织和个人
正确答案：BCD",A. 支持、协助反间谍工作的组织和个人,B. 实施间谍行为，但有重大立功表现的,C. 支持反间谍工作，有重大贡献的组织和个人,D. 协助反间谍工作，有重大贡献的组织和个人 正确答案：BCD,
638,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,638. 国家安全机关工作人员的下列（ ）行为，构成犯罪的，依法追究刑事责任。,多选,A|B|C|D,"638. 国家安全机关工作人员的下列（ ）行为，构成犯罪的，依法追究刑事责任。
A、滥用职权
B、玩忽职守、徇私舞弊
C、非法拘禁、刑讯逼供、暴力取证
D、违反规定泄露国家秘密、商业秘密和个人隐私
正确答案：ABCD",A. 滥用职权,B. 玩忽职守、徇私舞弊,C. 非法拘禁、刑讯逼供、暴力取证,D. 违反规定泄露国家秘密、商业秘密和个人隐私 正确答案：ABCD,
639,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,639. 下列（ ）间谍行为，构成犯罪的，依法追究刑事责任。,多选,A|B|C|D,"639. 下列（ ）间谍行为，构成犯罪的，依法追究刑事责任。
A、境外机构、组织、个人实施的间谍行为
B、境外机构、组织、个人指使、资助他人实施的间谍行为
C、境内机构、组织、个人与境外机构、组织、个人相勾结实施的间谍行为
D、境内机构、组织、个人与境外机构、组织、个人相勾结实施的窃取国家秘密的行为
正确答案：ABCD",A. 境外机构、组织、个人实施的间谍行为,B. 境外机构、组织、个人指使、资助他人实施的间谍行为,C. 境内机构、组织、个人与境外机构、组织、个人相勾结实施的间谍行为,D. 境内机构、组织、个人与境外机构、组织、个人相勾结实施的窃取国家秘密的行为 正确答案：ABCD,
640,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,640. 下列（ ）行为，构成犯罪的，依法追究刑事责任。,多选,A|B|C|D,"640. 下列（ ）行为，构成犯罪的，依法追究刑事责任。
A、以暴力、威胁方法阻碍国家安全机关依法执行任务的
B、故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，造成严重后果的
C、泄露有关反间谍工作的国家秘密
D、非法持有属于国家秘密的文件、资料和其他物品
正确答案：ABCD",A. 以暴力、威胁方法阻碍国家安全机关依法执行任务的,B. 故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，造成严重后果的,C. 泄露有关反间谍工作的国家秘密,D. 非法持有属于国家秘密的文件、资料和其他物品 正确答案：ABCD,
641,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,641. 国家安全机关对依照《反间谍法》查封、扣押、冻结的财物，应当妥善保管，按照不同情形分别作出下列（ ）处理。,多选,A|B|C|D,"641. 国家安全机关对依照《反间谍法》查封、扣押、冻结的财物，应当妥善保管，按照不同情形分别作出下列（ ）处理。
A、涉嫌犯罪的，依照刑事诉讼法的规定处理
B、尚不构成犯罪，有违法事实的，对依法应当没收的予以没收，依法应当销毁的予以销毁
C、没有违法事实的，应当解除查封、扣押、冻结，并及时返还相关财物
D、与案件无关的，应当解除查封、扣押、冻结，并及时返还相关财物；造成损失的，应当依法赔偿
正确答案：ABCD",A. 涉嫌犯罪的，依照刑事诉讼法的规定处理,B. 尚不构成犯罪，有违法事实的，对依法应当没收的予以没收，依法应当销毁的予以销毁,C. 没有违法事实的，应当解除查封、扣押、冻结，并及时返还相关财物,D. 与案件无关的，应当解除查封、扣押、冻结，并及时返还相关财物；造成损失的，应当依法赔偿 正确答案：ABCD,
642,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,642. 国家安全机关有权没收下列（ ）财物。,多选,A|B|C|D,"642. 国家安全机关有权没收下列（ ）财物。
A、违法行为人非法持有的属于国家秘密的文件、资料和其他物品
B、违法行为人非法持有、使用的专用间谍器材
C、尚不构成犯罪，有违法事实的，已被查封、扣押、冻结的用于间谍行为的工具和其他财物
D、尚不构成犯罪，有违法事实的，已被查封、扣押、冻结的用于资助间谍行为的资金、场所、物资
正确答案：ABCD",A. 违法行为人非法持有的属于国家秘密的文件、资料和其他物品,B. 违法行为人非法持有、使用的专用间谍器材,C. 尚不构成犯罪，有违法事实的，已被查封、扣押、冻结的用于间谍行为的工具和其他财物,D. 尚不构成犯罪，有违法事实的，已被查封、扣押、冻结的用于资助间谍行为的资金、场所、物资 正确答案：ABCD,
643,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,643. 间谍组织及其代理人以外的其他境外机构、组织、个人的下列（ ）活动，属于间谍行为。,多选,A|B|C|D,"643. 间谍组织及其代理人以外的其他境外机构、组织、个人的下列（ ）活动，属于间谍行为。
A、其实施窃取、刺探、收买或者非法提供国家秘密或者情报的
B、其指使、资助他人实施的窃取、刺探、收买或者非法提供国家秘密或者情报的
C、境内机构、组织、个人与其相勾结实施的窃取、刺探、收买或者非法提供国家秘密或者情报的
D、其策动、引诱、收买国家工作人员叛变的
正确答案：ABCD",A. 其实施窃取、刺探、收买或者非法提供国家秘密或者情报的,B. 其指使、资助他人实施的窃取、刺探、收买或者非法提供国家秘密或者情报的,C. 境内机构、组织、个人与其相勾结实施的窃取、刺探、收买或者非法提供国家秘密或者情报的,D. 其策动、引诱、收买国家工作人员叛变的 正确答案：ABCD,
644,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,644. 《反间谍法》所称的间谍行为，包括（ ）。,多选,A|B|C|D,"644. 《反间谍法》所称的间谍行为，包括（ ）。
A、间谍组织及其代理人实施或者指使、资助他人实施，或者境内外机构、组织、个人与其相勾结实施的危害中华人民共和国国家安全的活动；
B、参加间谍组织或者接受间谍组织及其代理人的任务的；
C、间谍组织及其代理人以外的其他境外机构、组织、个人实施的窃取、刺探、收买或者非法提供国家秘密或者情报
D、为敌人指示攻击目标或进行其他间谍活动的。
正确答案：ABCD",A. 间谍组织及其代理人实施或者指使、资助他人实施，或者境内外机构、组织、个人与其相勾结实施的危害中华人民共和国国家安全的活动；,B. 参加间谍组织或者接受间谍组织及其代理人的任务的；,C. 间谍组织及其代理人以外的其他境外机构、组织、个人实施的窃取、刺探、收买或者非法提供国家秘密或者情报,D. 为敌人指示攻击目标或进行其他间谍活动的。 正确答案：ABCD,
645,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,645. 精确制导武器的发展趋势包括___等。,多选,A|C|D,"645. 精确制导武器的发展趋势包括___等。
A、远程化
B、高成本
C、系列化
D、智能化
正确答案：ACD",A. 远程化,B. 高成本,C. 系列化,D. 智能化 正确答案：ACD,
646,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,646. 信息化海上作战平台在海湾战争中的运用：___。,多选,A|B|C|D,"646. 信息化海上作战平台在海湾战争中的运用：___。
A、反舰作战
B、防空作战
C、反水雷战
D、两栖佯动
正确答案：ABCD",A. 反舰作战,B. 防空作战,C. 反水雷战,D. 两栖佯动 正确答案：ABCD,
647,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,647. 环境武器主要分为___。,多选,B|C|D,"647. 环境武器主要分为___。
A、声波武器
B、气象武器
C、地震武器
D、生态武器
正确答案：BCD",A. 声波武器,B. 气象武器,C. 地震武器,D. 生态武器 正确答案：BCD,
648,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,648. 信息化作战平台主要包括___。,多选,A|B|C|D,"648. 信息化作战平台主要包括___。
A、陆上信息化作战平台
B、海上（水下）信息化作战平台
C、空中信息化作战平台
D、太空信息化作战平台
正确答案：ABCD",A. 陆上信息化作战平台,B. 海上（水下）信息化作战平台,C. 空中信息化作战平台,D. 太空信息化作战平台 正确答案：ABCD,
649,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,649. 潜艇的发展趋势主要包括___。,多选,A|B|C|D,"649. 潜艇的发展趋势主要包括___。
A、提高水下机动能力
B、提高水下搜寻目标能力
C、提高水下攻击能力
D、提高隐身能力
正确答案：ABCD",A. 提高水下机动能力,B. 提高水下搜寻目标能力,C. 提高水下攻击能力,D. 提高隐身能力 正确答案：ABCD,
650,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,650. 正处于探索和发展中的新概念武器主要有___等。,多选,A|B|C|D,"650. 正处于探索和发展中的新概念武器主要有___等。
A、定向能武器
B、动能武器
C、地球物理武器
D、非致命武器
正确答案：ABCD",A. 定向能武器,B. 动能武器,C. 地球物理武器,D. 非致命武器 正确答案：ABCD,
651,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,651. 信息化陆上作战平台的主要发展趋势：___。,多选,A|B|C|D,"651. 信息化陆上作战平台的主要发展趋势：___。
A、全面应用先进信息技术
B、进一步提高机动性能
C、进一步提高生存能力
D、发展系列化、通用化作战平台
正确答案：ABCD",A. 全面应用先进信息技术,B. 进一步提高机动性能,C. 进一步提高生存能力,D. 发展系列化、通用化作战平台 正确答案：ABCD,
652,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,652. 精确制导武器装备的发展趋势：___。,多选,A|B|C|D,"652. 精确制导武器装备的发展趋势：___。
A、采用复合制导提高打击精度
B、远程化
C、系列化
D、智能化
正确答案：ABCD",A. 采用复合制导提高打击精度,B. 远程化,C. 系列化,D. 智能化 正确答案：ABCD,
653,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,653. 典型信息化空中作战平台有___。,多选,A|B|C|D,"653. 典型信息化空中作战平台有___。
A、战斗机
B、运输机
C、轰炸机
D、预警机
正确答案：ABCD",A. 战斗机,B. 运输机,C. 轰炸机,D. 预警机 正确答案：ABCD,
654,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,654. 海湾战争后，美国广泛采用信息技术，注重以研制和改造相结合的方式发展信息化陆上作战平台。陆军主要研制与装备了___。,多选,B|C,"654. 海湾战争后，美国广泛采用信息技术，注重以研制和改造相结合的方式发展信息化陆上作战平台。陆军主要研制与装备了___。
A、PzH-2000自行榴弹炮
B、M1A2坦克
C、M2A2“布雷德利”步兵战车
D、90式主战坦克
正确答案：BC",A. PzH-2000自行榴弹炮,B. M1A2坦克,C. M2A2“布雷德利”步兵战车,D. 90式主战坦克 正确答案：BC,
655,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,655. 信息化武器装备体系的重要成员之一是新概念武器。目前，美国、俄罗斯等正在研制的新既念武器主要有___。,多选,A|B|C,"655. 信息化武器装备体系的重要成员之一是新概念武器。目前，美国、俄罗斯等正在研制的新既念武器主要有___。
A、定向能武器
B、动能武器
C、非致命武器
D、致命武器
正确答案：ABC",A. 定向能武器,B. 动能武器,C. 非致命武器,D. 致命武器 正确答案：ABC,
656,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,656. 海湾战争中，F-117A飞机大出风头，且无一损伤，其奥妙之处，便是借助于___和___，有效地实现了隐身。,多选,A|C,"656. 海湾战争中，F-117A飞机大出风头，且无一损伤，其奥妙之处，便是借助于___和___，有效地实现了隐身。
A、外形设计
B、掩护手段
C、表面涂料
D、反探测手段
正确答案：AC",A. 外形设计,B. 掩护手段,C. 表面涂料,D. 反探测手段 正确答案：AC,
657,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,657. 预警机是集___于一体的大型综合电子信息装备。,多选,A|B|C|D,"657. 预警机是集___于一体的大型综合电子信息装备。
A、情报探测
B、通信导航
C、电子对抗
D、信息传输
正确答案：ABCD",A. 情报探测,B. 通信导航,C. 电子对抗,D. 信息传输 正确答案：ABCD,
658,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,658. 指挥控制系统的发展趋势：___。,多选,A|B|D,"658. 指挥控制系统的发展趋势：___。
A、指挥控制系统一体化
B、指挥控制系统智能化
C、指挥控制系统立体化
D、指挥控制系统组织运用高效化
正确答案：ABD",A. 指挥控制系统一体化,B. 指挥控制系统智能化,C. 指挥控制系统立体化,D. 指挥控制系统组织运用高效化 正确答案：ABD,
659,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,659. 生物武器的特点包括___。,多选,A|B,"659. 生物武器的特点包括___。
A、面积效应大
B、具有传染性
C、立即杀伤作用
D、受自然因素影响小
正确答案：AB",A. 面积效应大,B. 具有传染性,C. 立即杀伤作用,D. 受自然因素影响小 正确答案：AB,
660,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,660. 预警探测系统按传感器平台可分为___预警探测系统。,多选,A|B|C|D,"660. 预警探测系统按传感器平台可分为___预警探测系统。
A、陆基
B、海基
C、空基
D、天基
正确答案：ABCD",A. 陆基,B. 海基,C. 空基,D. 天基 正确答案：ABCD,
