id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D
836,1-单选1（国防法规）.docx,835. 国防教育大纲由（   ）组织制定。,单选,B,"835. 国防教育大纲由（   ）组织制定。
A、中央军事委员会
B、国家国防教育工作机构
C、教育部
D、国务院
正确答案：B
答案解析：《中华人民共和国国防教育法》第三章第三十条：全民国防教育使用统一的国防教育大纲。国防教育大纲由国家国防教育工作机构组织制定。适用于不同地区、不同类别教育对象的国防教育教材，由有关部门或者地方依据国防教育大纲并结合本地区、本部门的特点组织编写。",A. 中央军事委员会,B. 国家国防教育工作机构,C. 教育部,D. 国务院 正确答案：B 答案解析：《中华人民共和国国防教育法》第三章第三十条：全民国防教育使用统一的国防教育大纲。国防教育大纲由国家国防教育工作机构组织制定。适用于不同地区、不同类别教育对象的国防教育教材，由有关部门或者地方依据国防教育大纲并结合本地区、本部门的特点组织编写。
837,1-单选1（国防法规）.docx,836. 下列哪些场所应当对有组织的国防教育活动实行优惠或者免费（   ）。,单选,D,"836. 下列哪些场所应当对有组织的国防教育活动实行优惠或者免费（   ）。
A、烈士陵园
B、革命遗址
C、其他具有国防教育功能的场所
D、以上均是
正确答案：D
答案解析：《中华人民共和国国防教育法》第三章第二十三条：烈士陵园、革命遗址和其他具有国防教育功能的博物馆、纪念馆、科技馆、文化馆、青少年宫等场所，应当为公民接受国防教育提供便利，对有组织的国防教育活动实行优惠或者免费；依照本法第二十八条的规定被命名为国防教育基地的，应当对有组织的中小学生免费开放；在全民国防教育日向社会免费开放。",A. 烈士陵园,B. 革命遗址,C. 其他具有国防教育功能的场所,D. 以上均是 正确答案：D 答案解析：《中华人民共和国国防教育法》第三章第二十三条：烈士陵园、革命遗址和其他具有国防教育功能的博物馆、纪念馆、科技馆、文化馆、青少年宫等场所，应当为公民接受国防教育提供便利，对有组织的国防教育活动实行优惠或者免费；依照本法第二十八条的规定被命名为国防教育基地的，应当对有组织的中小学生免费开放；在全民国防教育日向社会免费开放。
838,1-单选1（国防法规）.docx,837. 在(   )时期，经批准的军营可以向社会开放。,单选,D,"837. 在(   )时期，经批准的军营可以向社会开放。
A、建军节
B、国庆节
C、全民国防教育日
D、以上均是
正确答案：D
答案解析：《中华人民共和国国防教育法》第四章第三十二条：中国人民解放军和中国人民武装警察部队应当根据需要和可能，为驻地有组织的国防教育活动选派军事教员，提供必要的军事训练场地、设施以及其他便利条件。在国庆节、中国人民解放军建军节和全民国防教育日，经批准的军营可以向社会开放。军营开放的办法由中央军事委员会规定。",A. 建军节,B. 国庆节,C. 全民国防教育日,D. 以上均是 正确答案：D 答案解析：《中华人民共和国国防教育法》第四章第三十二条：中国人民解放军和中国人民武装警察部队应当根据需要和可能，为驻地有组织的国防教育活动选派军事教员，提供必要的军事训练场地、设施以及其他便利条件。在国庆节、中国人民解放军建军节和全民国防教育日，经批准的军营可以向社会开放。军营开放的办法由中央军事委员会规定。
839,1-单选1（国防法规）.docx,838. 负责国防教育的国家工作人员玩忽职守、滥用职权、徇私舞弊的，依法给予（   ）。,单选,A,"838. 负责国防教育的国家工作人员玩忽职守、滥用职权、徇私舞弊的，依法给予（   ）。
A、行政处分
B、行政处罚
C、治安管理处罚
D、追究民事责任
正确答案：A
答案解析：《中华人民共和国国防教育法》第五章第三十七条：负责国防教育的国家工作人员玩忽职守、滥用职权、徇私舞弊的，依法给予行政处分；构成犯罪的，依法追究刑事责任。",A. 行政处分,B. 行政处罚,C. 治安管理处罚,D. 追究民事责任 正确答案：A 答案解析：《中华人民共和国国防教育法》第五章第三十七条：负责国防教育的国家工作人员玩忽职守、滥用职权、徇私舞弊的，依法给予行政处分；构成犯罪的，依法追究刑事责任。
840,1-单选1（国防法规）.docx,839. 《中华人民共和国国防教育法》规定，（   ）对职工进行国防教育。,单选,C,"839. 《中华人民共和国国防教育法》规定，（   ）对职工进行国防教育。
A、城市居民委员会
B、农村村民委员会
C、企业事业组织
D、学校
正确答案：C
答案解析：《中华人民共和国国防教育法》第三章第十九条：企业事业组织应当将国防教育列入职工教育计划，结合政治教育、业务培训、文化体育等活动，对职工进行国防教育。",A. 城市居民委员会,B. 农村村民委员会,C. 企业事业组织,D. 学校 正确答案：C 答案解析：《中华人民共和国国防教育法》第三章第十九条：企业事业组织应当将国防教育列入职工教育计划，结合政治教育、业务培训、文化体育等活动，对职工进行国防教育。
841,1-单选1（国防法规）.docx,840. （   ）开展国防教育所需的经费，在本单位预算经费内列支。,单选,D,"840. （   ）开展国防教育所需的经费，在本单位预算经费内列支。
A、国家机关
B、事业单位
C、社会团体
D、以上均是
正确答案：D
答案解析：《中华人民共和国国防教育法》第四章第二十五条：国家机关、事业单位、社会团体开展国防教育所需的经费，在本单位预算经费内列支；企业开展国防教育所需经费，在本单位职工教育经费中列支。",A. 国家机关,B. 事业单位,C. 社会团体,D. 以上均是 正确答案：D 答案解析：《中华人民共和国国防教育法》第四章第二十五条：国家机关、事业单位、社会团体开展国防教育所需的经费，在本单位预算经费内列支；企业开展国防教育所需经费，在本单位职工教育经费中列支。
842,1-单选1（国防法规）.docx,841. （   ）开展国防教育所需的经费，在本单位职工教育经费中列支。,单选,D,"841. （   ）开展国防教育所需的经费，在本单位职工教育经费中列支。
A、国家机关
B、事业单位
C、社会团体
D、企业
正确答案：D
答案解析：《中华人民共和国国防教育法》第四章第二十五条：国家机关、事业单位、社会团体开展国防教育所需的经费，在本单位预算经费内列支；企业开展国防教育所需经费，在本单位职工教育经费中列支。",A. 国家机关,B. 事业单位,C. 社会团体,D. 企业 正确答案：D 答案解析：《中华人民共和国国防教育法》第四章第二十五条：国家机关、事业单位、社会团体开展国防教育所需的经费，在本单位预算经费内列支；企业开展国防教育所需经费，在本单位职工教育经费中列支。
843,1-单选1（国防法规）.docx,842. 各级人民政府应加强对国防教育基地的（   ），为其发挥作用提供必要的保障。,单选,D,"842. 各级人民政府应加强对国防教育基地的（   ），为其发挥作用提供必要的保障。
A、规划
B、建设
C、管理
D、以上均是
正确答案：D
答案解析：《中华人民共和国国防教育法》第四章第二十九条：各级人民政府应当加强对国防教育基地的规划、建设和管理，并为其发挥作用提供必要的保障。各级人民政府应当加强对具有国防教育意义的文物的收集、整理、保护工作。",A. 规划,B. 建设,C. 管理,D. 以上均是 正确答案：D 答案解析：《中华人民共和国国防教育法》第四章第二十九条：各级人民政府应当加强对国防教育基地的规划、建设和管理，并为其发挥作用提供必要的保障。各级人民政府应当加强对具有国防教育意义的文物的收集、整理、保护工作。
844,1-单选1（国防法规）.docx,843. 各级人民政府应当加强对具有国防教育意义的文物的（   ）工作。,单选,D,"843. 各级人民政府应当加强对具有国防教育意义的文物的（   ）工作。
A、收集
B、整理
C、保护
D、以上均是
正确答案：D
答案解析：《中华人民共和国国防教育法》第四章第二十九条：各级人民政府应当加强对国防教育基地的规划、建设和管理，并为其发挥作用提供必要的保障。各级人民政府应当加强对具有国防教育意义的文物的收集、整理、保护工作。",A. 收集,B. 整理,C. 保护,D. 以上均是 正确答案：D 答案解析：《中华人民共和国国防教育法》第四章第二十九条：各级人民政府应当加强对国防教育基地的规划、建设和管理，并为其发挥作用提供必要的保障。各级人民政府应当加强对具有国防教育意义的文物的收集、整理、保护工作。
845,1-单选1（国防法规）.docx,844. 下列关于国防教育基地的说法，不正确的是（   ）。,单选,B,"844. 下列关于国防教育基地的说法，不正确的是（   ）。
A、在全民国防教育日向社会免费开放
B、对有组织的中小学生优惠或免费开放
C、有明确的国防教育主题内容
D、有相应的国防教育设施
正确答案：B
答案解析：《中华人民共和国国防教育法》第三章第二十三条：烈士陵园、革命遗址和其他具有国防教育功能的博物馆、纪念馆、科技馆、文化馆、青少年宫等场所，应当为公民接受国防教育提供便利，对有组织的国防教育活动实行优惠或者免费；依照本法第二十八条的规定被命名为国防教育基地的，应当对有组织的中小学生免费开放；在全民国防教育日向社会免费开放。",A. 在全民国防教育日向社会免费开放,B. 对有组织的中小学生优惠或免费开放,C. 有明确的国防教育主题内容,D. 有相应的国防教育设施 正确答案：B 答案解析：《中华人民共和国国防教育法》第三章第二十三条：烈士陵园、革命遗址和其他具有国防教育功能的博物馆、纪念馆、科技馆、文化馆、青少年宫等场所，应当为公民接受国防教育提供便利，对有组织的国防教育活动实行优惠或者免费；依照本法第二十八条的规定被命名为国防教育基地的，应当对有组织的中小学生免费开放；在全民国防教育日向社会免费开放。
846,1-单选1（国防法规）.docx,845. 各级国防教育工作机构应组织、协调有关部门做好国防教育教员的（   ）工作。,单选,D,"845. 各级国防教育工作机构应组织、协调有关部门做好国防教育教员的（   ）工作。
A、选拔
B、培训
C、管理
D、以上均是
正确答案：D
答案解析：《中华人民共和国国防教育法》第四章第三十一条：各级国防教育工作机构应当组织、协调有关部门做好国防教育教员的选拔、培训和管理工作，加强国防教育师资队伍建设。国防教育教员应当从热爱国防教育事业、具有基本的国防知识和必要的军事技能的人员中选拔。",A. 选拔,B. 培训,C. 管理,D. 以上均是 正确答案：D 答案解析：《中华人民共和国国防教育法》第四章第三十一条：各级国防教育工作机构应当组织、协调有关部门做好国防教育教员的选拔、培训和管理工作，加强国防教育师资队伍建设。国防教育教员应当从热爱国防教育事业、具有基本的国防知识和必要的军事技能的人员中选拔。
847,1-单选1（国防法规）.docx,846. 国防教育教员应当从（   ）的人员中选拔。,单选,D,"846. 国防教育教员应当从（   ）的人员中选拔。
A、热爱国防教育事业
B、具有基本的国防知识
C、具有必要的军事技能
D、以上均是
正确答案：D
答案解析：《中华人民共和国国防教育法》第四章第三十一条：各级国防教育工作机构应当组织、协调有关部门做好国防教育教员的选拔、培训和管理工作，加强国防教育师资队伍建设。国防教育教员应当从热爱国防教育事业、具有基本的国防知识和必要的军事技能的人员中选拔。",A. 热爱国防教育事业,B. 具有基本的国防知识,C. 具有必要的军事技能,D. 以上均是 正确答案：D 答案解析：《中华人民共和国国防教育法》第四章第三十一条：各级国防教育工作机构应当组织、协调有关部门做好国防教育教员的选拔、培训和管理工作，加强国防教育师资队伍建设。国防教育教员应当从热爱国防教育事业、具有基本的国防知识和必要的军事技能的人员中选拔。
848,1-单选1（国防法规）.docx,847. 《中华人民共和国预备役人员法》是哪年开始实施的（   ）。,单选,D,"847. 《中华人民共和国预备役人员法》是哪年开始实施的（   ）。
A、2020年
B、2021年
C、2022年
D、2023年
正确答案：D
答案解析：2022年12月30日，《中华人民共和国预备役人员法》由中华人民共和国第十三届全国人民代表大会常务委员会第三十八次会议通过，同日中华人民共和国主席令（第一二七号）予以公布，自2023年3月1日起施行。",A. 2020年,B. 2021年,C. 2022年,D. 2023年 正确答案：D 答案解析：2022年12月30日，《中华人民共和国预备役人员法》由中华人民共和国第十三届全国人民代表大会常务委员会第三十八次会议通过，同日中华人民共和国主席令（第一二七号）予以公布，自2023年3月1日起施行。
849,1-单选1（国防法规）.docx,848. 《中华人民共和国预备役人员法》是根据(   )法律制定的。,单选,D,"848. 《中华人民共和国预备役人员法》是根据(   )法律制定的。
A、宪法
B、《中华人民共和国国防法》
C、《中华人民共和国兵役法》
D、以上均是
正确答案：D
答案解析：《中华人民共和国预备役人员法》第一章第一条：为了健全预备役人员制度，规范预备役人员管理，维护预备役人员合法权益，保障预备役人员有效履行职责使命，加强国防力量建设，根据宪法和《中华人民共和国国防法》、《中华人民共和国兵役法》，制定本法。",A. 宪法,B. 《中华人民共和国国防法》,C. 《中华人民共和国兵役法》,D. 以上均是 正确答案：D 答案解析：《中华人民共和国预备役人员法》第一章第一条：为了健全预备役人员制度，规范预备役人员管理，维护预备役人员合法权益，保障预备役人员有效履行职责使命，加强国防力量建设，根据宪法和《中华人民共和国国防法》、《中华人民共和国兵役法》，制定本法。
850,1-单选1（国防法规）.docx,849. 下列不属于预备役人员的是(   )。,单选,A,"849. 下列不属于预备役人员的是(   )。
A、民兵
B、预备役兵
C、预备役军士
D、预备役军官
正确答案：A
答案解析：《中华人民共和国国预备役人员法》第一章第二条：本法所称预备役人员，是指依法履行兵役义务，预编到中国人民解放军现役部队或者编入中国人民解放军预备役部队服预备役的公民。预备役人员分为预备役军官和预备役士兵。预备役士兵分为预备役军士和预备役兵。预备役人员是国家武装力量的成员，是战时现役部队兵员补充的重要来源。",A. 民兵,B. 预备役兵,C. 预备役军士,D. 预备役军官 正确答案：A 答案解析：《中华人民共和国国预备役人员法》第一章第二条：本法所称预备役人员，是指依法履行兵役义务，预编到中国人民解放军现役部队或者编入中国人民解放军预备役部队服预备役的公民。预备役人员分为预备役军官和预备役士兵。预备役士兵分为预备役军士和预备役兵。预备役人员是国家武装力量的成员，是战时现役部队兵员补充的重要来源。
851,1-单选1（国防法规）.docx,850. 《中华人民共和国预备役人员法》规定，（   ）领导预备役人员工作。,单选,C,"850. 《中华人民共和国预备役人员法》规定，（   ）领导预备役人员工作。
A、国防部
B、国家安全部
C、中央军事委员会
D、国务院
正确答案：C
答案解析：《中华人民共和国预备役人员法》第一章第五条：中央军事委员会领导预备役人员工作。",A. 国防部,B. 国家安全部,C. 中央军事委员会,D. 国务院 正确答案：C 答案解析：《中华人民共和国预备役人员法》第一章第五条：中央军事委员会领导预备役人员工作。
852,1-单选1（国防法规）.docx,851. 下列不是预备役军衔的是(   )。,单选,B,"851. 下列不是预备役军衔的是(   )。
A、预备役兵军衔
B、预备役士兵军衔
C、预备役军士军衔
D、预备役军官军衔
正确答案：B
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军衔分为预备役军官军衔、预备役军士军衔和预备役兵军衔。",A. 预备役兵军衔,B. 预备役士兵军衔,C. 预备役军士军衔,D. 预备役军官军衔 正确答案：B 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军衔分为预备役军官军衔、预备役军士军衔和预备役兵军衔。
853,1-单选1（国防法规）.docx,852. 《中华人民共和国预备役人员法》规定，预备役军官军衔设（   ）。,单选,A,"852. 《中华人民共和国预备役人员法》规定，预备役军官军衔设（   ）。
A、二等七衔
B、二等八衔
C、三等七衔
D、三等八衔
正确答案：A
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军官军衔设二等七衔：（一）预备役校官：预备役大校、上校、中校、少校；（二）预备役尉官：预备役上尉、中尉、少尉。",A. 二等七衔,B. 二等八衔,C. 三等七衔,D. 三等八衔 正确答案：A 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军官军衔设二等七衔：（一）预备役校官：预备役大校、上校、中校、少校；（二）预备役尉官：预备役上尉、中尉、少尉。
854,1-单选1（国防法规）.docx,853. 下列不属于预备役校官的是(   )。,单选,D,"853. 下列不属于预备役校官的是(   )。
A、预备役上校
B、预备役中校
C、预备役少校
D、预备役上尉
正确答案：D
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军官军衔设二等七衔：（一）预备役校官：预备役大校、上校、中校、少校；（二）预备役尉官：预备役上尉、中尉、少尉。",A. 预备役上校,B. 预备役中校,C. 预备役少校,D. 预备役上尉 正确答案：D 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军官军衔设二等七衔：（一）预备役校官：预备役大校、上校、中校、少校；（二）预备役尉官：预备役上尉、中尉、少尉。
855,1-单选1（国防法规）.docx,854. 下列不属于预备役尉官设为(   )。,单选,A,"854. 下列不属于预备役尉官设为(   )。
A、预备役大尉
B、预备役上尉
C、预备役中尉
D、预备役少尉
正确答案：A
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军官军衔设二等七衔：（一）预备役校官：预备役大校、上校、中校、少校；（二）预备役尉官：预备役上尉、中尉、少尉。",A. 预备役大尉,B. 预备役上尉,C. 预备役中尉,D. 预备役少尉 正确答案：A 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军官军衔设二等七衔：（一）预备役校官：预备役大校、上校、中校、少校；（二）预备役尉官：预备役上尉、中尉、少尉。
856,1-单选1（国防法规）.docx,855. 《中华人民共和国预备役人员法》规定，预备役军士军衔设(   )。,单选,C,"855. 《中华人民共和国预备役人员法》规定，预备役军士军衔设(   )。
A、二等七衔
B、二等八衔
C、三等七衔
D、三等八衔
正确答案：C
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军士军衔设三等七衔：（一）预备役高级军士：预备役一级军士长、二级军士长、三级军士长；（二）预备役中级军士：预备役一级上士、二级上士；（三）预备役初级军士：预备役中士、下士。",A. 二等七衔,B. 二等八衔,C. 三等七衔,D. 三等八衔 正确答案：C 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军士军衔设三等七衔：（一）预备役高级军士：预备役一级军士长、二级军士长、三级军士长；（二）预备役中级军士：预备役一级上士、二级上士；（三）预备役初级军士：预备役中士、下士。
857,1-单选1（国防法规）.docx,856. 下列不属于预备役军士的是(   )。,单选,A,"856. 下列不属于预备役军士的是(   )。
A、预备役助理级军士
B、预备役初级军士
C、预备役中级军士
D、预备役高级军士
正确答案：A
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军士军衔设三等七衔：（一）预备役高级军士：预备役一级军士长、二级军士长、三级军士长；（二）预备役中级军士：预备役一级上士、二级上士；（三）预备役初级军士：预备役中士、下士。",A. 预备役助理级军士,B. 预备役初级军士,C. 预备役中级军士,D. 预备役高级军士 正确答案：A 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军士军衔设三等七衔：（一）预备役高级军士：预备役一级军士长、二级军士长、三级军士长；（二）预备役中级军士：预备役一级上士、二级上士；（三）预备役初级军士：预备役中士、下士。
858,1-单选1（国防法规）.docx,857. 下列不属于预备役高级军士的是(   )。,单选,D,"857. 下列不属于预备役高级军士的是(   )。
A、预备役一级军士长
B、预备役二级军士长
C、预备役三级军士长
D、预备役四级军士长
正确答案：D
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军士军衔设三等七衔：（一）预备役高级军士：预备役一级军士长、二级军士长、三级军士长；（二）预备役中级军士：预备役一级上士、二级上士；（三）预备役初级军士：预备役中士、下士。",A. 预备役一级军士长,B. 预备役二级军士长,C. 预备役三级军士长,D. 预备役四级军士长 正确答案：D 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军士军衔设三等七衔：（一）预备役高级军士：预备役一级军士长、二级军士长、三级军士长；（二）预备役中级军士：预备役一级上士、二级上士；（三）预备役初级军士：预备役中士、下士。
859,1-单选1（国防法规）.docx,858. 预备役人员主要从下列人员中选拔补充(   )。,单选,D,"858. 预备役人员主要从下列人员中选拔补充(   )。
A、退役军人
B、专业技术人才
C、专业技能人才
D、以上均是
正确答案：D
答案解析：《中华人民共和国预备役人员法》第三章第十八条：预备役人员主要从符合服预备役条件、经过预备役登记的退役军人和专业技术人才、专业技能人才中选拔补充。",A. 退役军人,B. 专业技术人才,C. 专业技能人才,D. 以上均是 正确答案：D 答案解析：《中华人民共和国预备役人员法》第三章第十八条：预备役人员主要从符合服预备役条件、经过预备役登记的退役军人和专业技术人才、专业技能人才中选拔补充。
860,1-单选1（国防法规）.docx,859. 下列预备役人员经核实批准，可以暂缓征召的是（   ）。,单选,D,"859. 下列预备役人员经核实批准，可以暂缓征召的是（   ）。
A、患严重疾病处于治疗期间暂时无法履行预备役职责
B、女性预备役人员在孕期、产假、哺乳期内
C、家庭发生重大变故必须由本人亲自处理
D、以上均是
正确答案：D
答案解析：《中华人民共和国预备役人员法》第六章第三十八条：预备役人员有下列情形之一的，经核实批准，可以暂缓征召：患严重疾病处于治疗期间暂时无法履行预备役职责；家庭成员生活不能自理，且本人为唯一监护人、赡养人、扶养人，或者家庭发生重大变故必须由本人亲自处理；女性预备役人员在孕期、产假、哺乳期内；涉嫌严重职务违法或者职务犯罪正在被监察机关调查，或者涉嫌犯罪正在被侦查、起诉、审判等。",A. 患严重疾病处于治疗期间暂时无法履行预备役职责,B. 女性预备役人员在孕期、产假、哺乳期内,C. 家庭发生重大变故必须由本人亲自处理,D. 以上均是 正确答案：D 答案解析：《中华人民共和国预备役人员法》第六章第三十八条：预备役人员有下列情形之一的，经核实批准，可以暂缓征召：患严重疾病处于治疗期间暂时无法履行预备役职责；家庭成员生活不能自理，且本人为唯一监护人、赡养人、扶养人，或者家庭发生重大变故必须由本人亲自处理；女性预备役人员在孕期、产假、哺乳期内；涉嫌严重职务违法或者职务犯罪正在被监察机关调查，或者涉嫌犯罪正在被侦查、起诉、审判等。
861,1-单选1（国防法规）.docx,860. 预备役军官、预备役军士在本衔级服预备役的最低年限为（   ）年。,单选,C,"860. 预备役军官、预备役军士在本衔级服预备役的最低年限为（   ）年。
A、2
B、3
C、4
D、5
正确答案：C
答案解析：《中华人民共和国预备役人员法》第八章第五十一条：预备役军官、预备役军士在本衔级服预备役的最低年限为四年。预备役军官、预备役军士服预备役未满本衔级最低年限的，不得申请退出预备役；满最低年限的，本人提出申请、经批准可以退出预备役。",A. 2,B. 3,C. 4,D. 5 正确答案：C 答案解析：《中华人民共和国预备役人员法》第八章第五十一条：预备役军官、预备役军士在本衔级服预备役的最低年限为四年。预备役军官、预备役军士服预备役未满本衔级最低年限的，不得申请退出预备役；满最低年限的，本人提出申请、经批准可以退出预备役。
862,1-单选1（国防法规）.docx,861. 下列关于预备役指挥管理军官服预备役的最高年龄，正确的是（   ）。,单选,B,"861. 下列关于预备役指挥管理军官服预备役的最高年龄，正确的是（   ）。
A、预备役尉官为45周岁，预备役校官为55周岁
B、预备役尉官为45周岁，预备役校官为60周岁
C、预备役尉官为50周岁，预备役校官为55周岁
D、预备役尉官为50周岁，预备役校官为60周岁
正确答案：B
答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役的最高年龄：预备役指挥管理军官：预备役尉官为四十五周岁，预备役校官为六十周岁；预备役专业技术军官：预备役尉官为五十周岁，预备役校官为六十周岁；预备役军士：预备役下士、中士、二级上士均为四十五周岁，预备役一级上士、三级军士长、二级军士长、一级军士长均为五十五周岁；预备役兵为三十周岁。",A. 预备役尉官为45周岁，预备役校官为55周岁,B. 预备役尉官为45周岁，预备役校官为60周岁,C. 预备役尉官为50周岁，预备役校官为55周岁,D. 预备役尉官为50周岁，预备役校官为60周岁 正确答案：B 答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役的最高年龄：预备役指挥管理军官：预备役尉官为四十五周岁，预备役校官为六十周岁；预备役专业技术军官：预备役尉官为五十周岁，预备役校官为六十周岁；预备役军士：预备役下士、中士、二级上士均为四十五周岁，预备役一级上士、三级军士长、二级军士长、一级军士长均为五十五周岁；预备役兵为三十周岁。
863,1-单选1（国防法规）.docx,862. 下列关于预备役专业技术军官服预备役的最高年龄，正确的是（   ）。,单选,D,"862. 下列关于预备役专业技术军官服预备役的最高年龄，正确的是（   ）。
A、预备役尉官为45周岁，预备役校官为55周岁
B、预备役尉官为45周岁，预备役校官为60周岁
C、预备役尉官为50周岁，预备役校官为55周岁
D、预备役尉官为50周岁，预备役校官为60周岁
正确答案：D
答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役的最高年龄：预备役指挥管理军官：预备役尉官为四十五周岁，预备役校官为六十周岁；预备役专业技术军官：预备役尉官为五十周岁，预备役校官为六十周岁；预备役军士：预备役下士、中士、二级上士均为四十五周岁，预备役一级上士、三级军士长、二级军士长、一级军士长均为五十五周岁；预备役兵为三十周岁。",A. 预备役尉官为45周岁，预备役校官为55周岁,B. 预备役尉官为45周岁，预备役校官为60周岁,C. 预备役尉官为50周岁，预备役校官为55周岁,D. 预备役尉官为50周岁，预备役校官为60周岁 正确答案：D 答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役的最高年龄：预备役指挥管理军官：预备役尉官为四十五周岁，预备役校官为六十周岁；预备役专业技术军官：预备役尉官为五十周岁，预备役校官为六十周岁；预备役军士：预备役下士、中士、二级上士均为四十五周岁，预备役一级上士、三级军士长、二级军士长、一级军士长均为五十五周岁；预备役兵为三十周岁。
864,1-单选1（国防法规）.docx,863. 下列关于预备役军士服预备役的最高年龄，正确的是（   ）。,单选,D,"863. 下列关于预备役军士服预备役的最高年龄，正确的是（   ）。
A、预备役初级军士为45周岁
B、预备役二级上士为45周岁，预备役一级上士为55周岁
C、预备役高级军士为55周岁
D、以上均是
正确答案：D
答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役的最高年龄：预备役指挥管理军官：预备役尉官为四十五周岁，预备役校官为六十周岁；预备役专业技术军官：预备役尉官为五十周岁，预备役校官为六十周岁；预备役军士：预备役下士、中士、二级上士均为四十五周岁，预备役一级上士、三级军士长、二级军士长、一级军士长均为五十五周岁；预备役兵为三十周岁。",A. 预备役初级军士为45周岁,B. 预备役二级上士为45周岁，预备役一级上士为55周岁,C. 预备役高级军士为55周岁,D. 以上均是 正确答案：D 答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役的最高年龄：预备役指挥管理军官：预备役尉官为四十五周岁，预备役校官为六十周岁；预备役专业技术军官：预备役尉官为五十周岁，预备役校官为六十周岁；预备役军士：预备役下士、中士、二级上士均为四十五周岁，预备役一级上士、三级军士长、二级军士长、一级军士长均为五十五周岁；预备役兵为三十周岁。
865,1-单选1（国防法规）.docx,864. 预备役兵服预备役的最高年龄是（   ）周岁。,单选,A,"864. 预备役兵服预备役的最高年龄是（   ）周岁。
A、30
B、35
C、40
D、45
正确答案：A
答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役的最高年龄：预备役指挥管理军官：预备役尉官为四十五周岁，预备役校官为六十周岁；预备役专业技术军官：预备役尉官为五十周岁，预备役校官为六十周岁；预备役军士：预备役下士、中士、二级上士均为四十五周岁，预备役一级上士、三级军士长、二级军士长、一级军士长均为五十五周岁；预备役兵为三十周岁。",A. 30,B. 35,C. 40,D. 45 正确答案：A 答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役的最高年龄：预备役指挥管理军官：预备役尉官为四十五周岁，预备役校官为六十周岁；预备役专业技术军官：预备役尉官为五十周岁，预备役校官为六十周岁；预备役军士：预备役下士、中士、二级上士均为四十五周岁，预备役一级上士、三级军士长、二级军士长、一级军士长均为五十五周岁；预备役兵为三十周岁。
866,1-单选1（国防法规）.docx,865. 达到服预备役最高年龄的预备役人员有下列(   )情形的，不得退出预备役。,单选,D,"865. 达到服预备役最高年龄的预备役人员有下列(   )情形的，不得退出预备役。
A、国家发布动员令或国务院、中央军事委员会依法采取国防动员措施要求
B、正在参战或者担负战备勤务、执行非战争军事行动任务
C、涉嫌违反军队纪律正在接受审查或者调查、尚未作出结论
D、以上均是
正确答案：D
答案解析：《中华人民共和国预备役人员法》第八章第五十四条：预备役军官、预备役军士服预备役满本衔级最低年限或者达到最高年龄，预备役兵服预备役满规定年限或者达到最高年龄，有下列情形之一的，不得退出预备役：国家发布动员令或者国务院、中央军事委员会依法采取国防动员措施要求的；正在参战或者担负战备勤务、执行非战争军事行动任务的；涉嫌违反军队纪律正在接受审查或者调查、尚未作出结论的；法律法规规定的其他情形。",A. 国家发布动员令或国务院、中央军事委员会依法采取国防动员措施要求,B. 正在参战或者担负战备勤务、执行非战争军事行动任务,C. 涉嫌违反军队纪律正在接受审查或者调查、尚未作出结论,D. 以上均是 正确答案：D 答案解析：《中华人民共和国预备役人员法》第八章第五十四条：预备役军官、预备役军士服预备役满本衔级最低年限或者达到最高年龄，预备役兵服预备役满规定年限或者达到最高年龄，有下列情形之一的，不得退出预备役：国家发布动员令或者国务院、中央军事委员会依法采取国防动员措施要求的；正在参战或者担负战备勤务、执行非战争军事行动任务的；涉嫌违反军队纪律正在接受审查或者调查、尚未作出结论的；法律法规规定的其他情形。
